"(PDH-CSV 4.0) (SA Eastern Standard Time)(180)","\\srvappeadl365\processor(_total)\% processor time","\\srvappeadl365\logicaldisk(_total)\disk reads/sec","\\srvappeadl365\logicaldisk(_total)\disk writes/sec","\\srvappeadl365\sqlserver:databases(eadl365db)\log bytes flushed/sec"
"11/21/2017 12:24:28.460","0.17058849837398027","0","5.9286797610781576","0"
"11/21/2017 12:24:29.482","0","2.9358677309382917","3.9144903079177222","0"
"11/21/2017 12:24:30.531","0.21776475020914843","0","1.9063272717845072","0"
"11/21/2017 12:24:31.558","1.0955665396891967","0","1.9477927271951696","0"
"11/21/2017 12:24:32.591","0","0","2.9026542644635391","0"
"11/21/2017 12:24:33.640","0.16799907918538803","0","2.861146282016704","0"
"11/21/2017 12:24:34.673","0.19098485293547185","0","1.9357735501128703","0"
"11/21/2017 12:24:35.700","0","4.8677078693799265","8.7618741648838672","0"
"11/21/2017 12:24:36.718","0.17030393246190156","0","5.8978701218224741","0"
"11/21/2017 12:24:37.745","1.1497049698886763","0","2.9199620872122596","0"
"11/21/2017 12:24:38.778","0","0","4.8399740035316317","0"
"11/21/2017 12:24:39.800","0.6133617329174168","0","1.9574026128584519","0"
"11/21/2017 12:24:40.823","0.71330979813115647","0","1.9549294915580282","0"
"11/21/2017 12:24:41.845","0","0","1.9575669947940462","0"
"11/21/2017 12:24:42.868","0.70713627893608244","0","2.9327534302217306","0"
"11/21/2017 12:24:43.895","0","0","16.547940063750453","0"
"11/21/2017 12:24:44.907","0","0","1.9757687765703855","0"
"11/21/2017 12:24:45.935","0","0","1.946331845687026","0"
"11/21/2017 12:24:46.957","0.6101424089684282","0","1.9575773414337885","0"
"11/21/2017 12:24:47.974","0.2203723645529343","0","4.9124585155159517","0"
"11/21/2017 12:24:48.986","0","0","1.9766553055108558","0"
"11/21/2017 12:24:50.009","0.66405559233124745","0","2.9344014554631221","0"
"11/21/2017 12:24:51.031","0","0","1.956184977633959","0"
"11/21/2017 12:24:52.074","1.1315251275966554","0","4.793905680289253","0"
"11/21/2017 12:24:53.097","0","0","2.934538085119994","0"
"11/21/2017 12:24:54.135","0.70378270203567128","0","3.8365105555353605","0"
"11/21/2017 12:24:55.163","0","0","1.9541152249904763","0"
"11/21/2017 12:24:56.190","0","0","1.9459214799277713","0"
"11/21/2017 12:24:57.218","0","0","1.9463913223646394","0"
"11/21/2017 12:24:58.274","0.87311199674195983","0","5.6823805007218988","0"
"11/21/2017 12:24:59.304","0","0.97090715544980866","2.9127214663494261","0"
"11/21/2017 12:25:00.330","26.891285879929171","0","24.370502606522738","0"
"11/21/2017 12:25:01.360","48.400222347691304","0","1.9426121295147278","0"
"11/21/2017 12:25:02.382","0.65998449684434579","0","5.8688970562199252","0"
"11/21/2017 12:25:03.405","0","0","4.8881355077193929","0"
"11/21/2017 12:25:04.432","1.1466357590420029","0","1.9462833578370407","0"
"11/21/2017 12:25:05.460","0","0","1.946991027583898","0"
"11/21/2017 12:25:06.483","0","0","4.8884757800956322","0"
"11/21/2017 12:25:07.505","3.7181448272765927","1.9554266364501107","2.9331399546751662","0"
"11/21/2017 12:25:08.532","0","0","2.8879584742376299","0"
"11/21/2017 12:25:09.607","0","0","1.8814675446848543","0"
"11/21/2017 12:25:10.672","0.16236183997807574","0","1.8791120256122971","0"
"11/21/2017 12:25:11.689","0.17103006295675627","0","1.9662068036654026","0"
"11/21/2017 12:25:12.711","0.66469683232249777","0","1.9562048764666402","0"
"11/21/2017 12:25:13.723","0","0","5.9303996437015893","0"
"11/21/2017 12:25:14.745","0.61090105998076183","0","1.9571735204599983","0"
"11/21/2017 12:25:15.789","0","0","1.9166109412035512","0"
"11/21/2017 12:25:16.811","0","0","17.597267183511438","0"
"11/21/2017 12:25:17.855","1.1327383944934599","0","1.9162653368296234","0"
"11/21/2017 12:25:18.872","0.17522963751605003","5.901317577339964","2.950658788669982","0"
"11/21/2017 12:25:19.894","0","0","1.9563302101499696","0"
"11/21/2017 12:25:20.911","0.12046025672028948","0","1.9662216877594736","0"
"11/21/2017 12:25:21.928","0.16862594185526047","0","4.9166794910056728","0"
"11/21/2017 12:25:22.950","0.61474276869198929","0","9.7812319872499689","0"
"11/21/2017 12:25:23.973","0","0","6.8470954572162661","0"
"11/21/2017 12:25:24.996","0.6627925196503015","0","2.9343297012852361","0"
"11/21/2017 12:25:26.018","0","0","1.95618344697129","0"
"11/21/2017 12:25:27.051","0.11898552851221655","0","1.9373094414000704","0"
"11/21/2017 12:25:28.073","0.66276337144003383","0","3.9125547916618371","0"
"11/21/2017 12:25:29.095","0","3.9124820796094246","2.9343615597070687","0"
"11/21/2017 12:25:30.118","0.71048521716602364","0","3.910479733743256","0"
"11/21/2017 12:25:31.130","1.1682408095111785","0","2.9651438445639973","0"
"11/21/2017 12:25:32.158","0","0","17.518901191158758","0"
"11/21/2017 12:25:33.186","1.1996034073040507","0","4.8644596159372933","0"
"11/21/2017 12:25:34.212","0","0","1.9474659378470138","0"
"11/21/2017 12:25:35.241","0","0","1.9354944225341097","0"
"11/21/2017 12:25:36.263","2.1462555335069355","8.8506775636208825","11.800903418161177","0"
"11/21/2017 12:25:37.280","0","0","1.958816279487041","0"
"11/21/2017 12:25:38.303","0.66040230959857338","0","2.9449035058192767","0"
"11/21/2017 12:25:39.325","0.66305485277299292","0","1.9555882008412551","0"
"11/21/2017 12:25:40.363","0","0","1.9272850759138318","0"
"11/21/2017 12:25:41.380","0.15405154582418534","0","1.9662847060310964","0"
"11/21/2017 12:25:42.397","0.11743485148931754","0","1.9666909421885299","0"
"11/21/2017 12:25:43.420","0.66453166523754437","0","5.8689096856964111","0"
"11/21/2017 12:25:44.442","0","0","1.9554757721440521","0"
"11/21/2017 12:25:45.464","0.61492755225759366","0","1.9563481982864543","0"
"11/21/2017 12:25:46.487","0","0","1.956180002989043","0"
"11/21/2017 12:25:47.583","0.16143040943625842","0","1.8257062173968808","0"
"11/21/2017 12:25:48.605","0.66173345703036679","0","16.627445457088477","0"
"11/21/2017 12:25:49.632","0","0","4.8439065641424781","0"
"11/21/2017 12:25:50.655","0.74342866524893525","0","2.9464995241894352","0"
"11/21/2017 12:25:51.704","0","0","5.7050945353181479","0"
"11/21/2017 12:25:52.779","1.1485193025076779","0","1.8664803919235526","0"
"11/21/2017 12:25:53.796","0.11804387636695779","0","2.9504536224096003","0"
"11/21/2017 12:25:54.818","0","0","3.91241549304798","0"
"11/21/2017 12:25:55.835","0.11844661454517569","0","1.9645832784887169","0"
"11/21/2017 12:25:56.878","0","0","1.9197996036381739","0"
"11/21/2017 12:25:57.917","0.75096272769172856","0","1.9248931708351351","0"
"11/21/2017 12:25:58.945","0","0","5.8398025368102227","0"
"11/21/2017 12:25:59.962","0.16899883353157508","0","1.9650795537893859","0"
"11/21/2017 12:26:00.963","1.6881130978948167","0","3.9963812767538993","0"
"11/21/2017 12:26:01.980","0.11858413415486435","0","3.9341080182137396","0"
"11/21/2017 12:26:03.013","0.11786334264081155","0","1.9373653652156508","0"
"11/21/2017 12:26:04.041","0","0","2.9071009720473517","0"
"11/21/2017 12:26:05.062","0","0","27.517494492815722","0"
"11/21/2017 12:26:06.091","1.2797066069330953","0","1.9442617108472597","0"
"11/21/2017 12:26:07.119","2.7171394792039893","1.9455839621622832","4.8639599054057081","0"
"11/21/2017 12:26:08.141","0","0","1.9563839841798967","0"
"11/21/2017 12:26:09.164","0.66280223571659747","0","6.8467927422040704","0"
"11/21/2017 12:26:10.180","0.12459533559119329","0","1.9668410271237213","0"
"11/21/2017 12:26:11.208","0","0","1.9455304016849071","0"
"11/21/2017 12:26:12.236","0","0","1.9396139974183737","0"
"11/21/2017 12:26:13.253","0.17148143604841515","0","2.9598122610814879","0"
"11/21/2017 12:26:14.275","0.61490810138830065","0","2.9361743234100102","0"
"11/21/2017 12:26:15.288","0","0","1.9747549304446881","0"
"11/21/2017 12:26:16.315","0","0","1.9474968482197885","0"
"11/21/2017 12:26:17.332","0.17136368693975168","0","1.9659911062494337","0"
"11/21/2017 12:26:18.355","0.66211239028696189","0","1.956325043405962","0"
"11/21/2017 12:26:19.366","0","0","4.9416958951506542","0"
"11/21/2017 12:26:20.388","0.61294352437242239","1.9572851867274534","2.9359277800911801","0"
"11/21/2017 12:26:21.459","0","0","20.553400303162654","0"
"11/21/2017 12:26:22.481","0.61617239205583596","0","1.9563585320463757","0"
"11/21/2017 12:26:23.503","0","0","1.9562672542771826","0"
"11/21/2017 12:26:24.526","0.66618331137108244","0","6.8472876817490249","0"
"11/21/2017 12:26:25.548","0.66207352547060783","0","4.8903462120600825","0"
"11/21/2017 12:26:26.571","0.66212210648629588","0","1.9561866996323249","0"
"11/21/2017 12:26:27.614","0","0","1.9174721887436905","0"
"11/21/2017 12:26:28.641","0","0","2.9202585441167836","0"
"11/21/2017 12:26:29.669","1.1997667998335682","1.9433439449629446","3.8866878899258892","0"
"11/21/2017 12:26:30.686","0.12065670526848482","0","3.9386011467237236","0"
"11/21/2017 12:26:31.709","0","0","3.9107133307320572","0"
"11/21/2017 12:26:32.736","0","0","1.9476493284651188","0"
"11/21/2017 12:26:33.759","0.7115432405445099","0","1.9551771722898215","0"
"11/21/2017 12:26:34.765","0.67595968874230028","0","4.9641449736840739","0"
"11/21/2017 12:26:35.798","0","0.96861869162861614","4.8430934581430805","0"
"11/21/2017 12:26:36.837","0.65748608578646284","0","5.7556065843371904","0"
"11/21/2017 12:26:37.880","0","0","20.220012998579783","0"
"11/21/2017 12:26:38.907","0","0","3.8932945301645159","0"
"11/21/2017 12:26:39.940","0.21396062087284395","0","2.9029477789691689","0"
"11/21/2017 12:26:40.968","1.1529182967614959","0","1.9463634777350129","0"
"11/21/2017 12:26:42.000","0.069382130806638909","0","1.9383537600283154","0"
"11/21/2017 12:26:43.023","0","0","1.9471601107895162","0"
"11/21/2017 12:26:44.071","0.11640166206308145","0","2.8727269906777133","0"
"11/21/2017 12:26:45.099","0","0","2.9199444665495058","0"
"11/21/2017 12:26:46.143","0","0","1.9153939831345728","0"
"11/21/2017 12:26:47.160","0.12002806719407788","0","1.9663150567626","0"
"11/21/2017 12:26:48.214","0.69251290558600687","0","1.8979572760327379","0"
"11/21/2017 12:26:49.236","0","0","1.9564350818156693","0"
"11/21/2017 12:26:50.264","1.149810801346185","0","5.8399503214892654","0"
"11/21/2017 12:26:51.281","0.12051919136588651","0","4.9173404898339879","0"
"11/21/2017 12:26:52.314","0","0","1.9349687947582468","0"
"11/21/2017 12:26:53.357","1.1348615399128459","0","1.9177768517046447","0"
"11/21/2017 12:26:54.375","0.170912312783289","0","22.608115448439833","0"
"11/21/2017 12:26:55.397","0","0","4.892609185423626","0"
"11/21/2017 12:26:56.424","0","0","1.9458671435857311","0"
"11/21/2017 12:26:57.447","0.66328803660774538","0","1.9553505479136652","0"
"11/21/2017 12:26:58.475","0","0","2.9199126362139243","0"
"11/21/2017 12:26:59.497","0.61079407143692643","0","1.9564124990107892","0"
"11/21/2017 12:27:00.520","0","0","2.9342085881938007","0"
"11/21/2017 12:27:01.535","0.019530953903990067","0","3.9357930465557089","0"
"11/21/2017 12:27:02.553","0.22611647773852495","0","1.9658747729906105","0"
"11/21/2017 12:27:03.576","0.70977662009382714","0","1.9552838319339692","0"
"11/21/2017 12:27:04.593","0.12246399565412069","0","4.9171035349253991","0"
"11/21/2017 12:27:05.620","0","0","1.9468884925456558","0"
"11/21/2017 12:27:06.659","0","0","4.8136677356218147","0"
"11/21/2017 12:27:07.687","4.1892755643452411","1.9469364419678115","2.9204046629517175","0"
"11/21/2017 12:27:08.714","0","0","1.9457270569107654","0"
"11/21/2017 12:27:09.721","0","0","2.978471015803569","0"
"11/21/2017 12:27:10.743","0.61536519480367424","0","16.640772319778481","0"
"11/21/2017 12:27:11.765","2.1884742027969417","0","1.9567591450606212","0"
"11/21/2017 12:27:12.783","0.17390504350182079","0","1.9658502326829479","0"
"11/21/2017 12:27:13.805","0","0","2.9343899745588389","0"
"11/21/2017 12:27:14.859","0.69211724738043046","0","4.7399690878175962","0"
"11/21/2017 12:27:15.897","0","0","1.929155618231678","0"
"11/21/2017 12:27:16.914","0.17146181121625581","0","1.9659107150194202","0"
"11/21/2017 12:27:17.942","0","0","1.9456534248413051","0"
"11/21/2017 12:27:18.965","0.66035372690075311","0","1.956138293500163","0"
"11/21/2017 12:27:19.992","0","0","2.9216683193570461","0"
"11/21/2017 12:27:21.177","0","0","1.6868449875485536","0"
"11/21/2017 12:27:22.194","0.12370155895039536","0","3.9317742799840052","0"
"11/21/2017 12:27:23.212","0.17543568231447315","0","1.966632925801103","0"
"11/21/2017 12:27:24.228","0.11560773229359889","0","3.9325647725370123","0"
"11/21/2017 12:27:25.256","0","0","5.838459744257948","0"
"11/21/2017 12:27:26.279","0.65889622386919866","0","1.9567556990509736","0"
"11/21/2017 12:27:27.291","0","0","16.800442662016305","0"
"11/21/2017 12:27:28.313","0.66175288957538436","0","2.9346454459193754","0"
"11/21/2017 12:27:29.335","0","2.934036406697349","1.9560242711315659","0"
"11/21/2017 12:27:30.368","0.1716128627557878","0","5.7860369812624981","0"
"11/21/2017 12:27:31.401","0.12034953083440714","0","4.8621805207045261","0"
"11/21/2017 12:27:32.423","0.66191806590111257","0","1.9552694952833523","0"
"11/21/2017 12:27:33.462","0","0","1.9267291864597949","0"
"11/21/2017 12:27:34.484","0.66078125301074486","0","1.9562481195564949","0"
"11/21/2017 12:27:35.506","0","6.8546579457138499","7.8338947951015436","0"
"11/21/2017 12:27:36.534","1.2511221518635929","0","6.8028407496769381","0"
"11/21/2017 12:27:37.551","0","0","1.9665194169702562","0"
"11/21/2017 12:27:38.579","1.1499936006026612","0","1.9469800344011901","0"
"11/21/2017 12:27:39.601","0","0.97808512255259861","2.934255367657796","0"
"11/21/2017 12:27:40.660","0","0","4.7209587625196283","0"
"11/21/2017 12:27:41.677","0.12060759320388081","0","1.966947995960282","0"
"11/21/2017 12:27:42.705","1.2005837543748954","0","1.9447158133302294","0"
"11/21/2017 12:27:43.738","0","0","17.434645022394317","0"
"11/21/2017 12:27:44.755","0.12001824466137956","0","4.917452205069166","0"
"11/21/2017 12:27:45.794","0.70056055436289455","0","1.9257450057488301","0"
"11/21/2017 12:27:46.805","0","0","1.9753215181452044","0"
"11/21/2017 12:27:47.838","0.16490579342688383","0","1.9375256479957654","0"
"11/21/2017 12:27:48.881","0","0","1.9175975723981771","0"
"11/21/2017 12:27:49.903","0.61147490369405366","0","4.8923468431251376","0"
"11/21/2017 12:27:50.911","0","0","1.9858352358462323","0"
"11/21/2017 12:27:51.938","1.1501860201422409","0","4.8668166424883212","0"
"11/21/2017 12:27:52.966","0","0","1.9368467863160224","0"
"11/21/2017 12:27:53.988","0","0","3.9304159166122963","0"
"11/21/2017 12:27:55.016","1.1496280014136162","0","4.8669057031179737","0"
"11/21/2017 12:27:56.043","0","0","1.9466887602863037","0"
"11/21/2017 12:27:57.045","0.12324791207649621","0","1.9966159356506659","0"
"11/21/2017 12:27:58.046","0.1780922655889583","0","3.994736136193338","0"
"11/21/2017 12:27:59.085","0","0.95846666802768943","1.9169333360553789","0"
"11/21/2017 12:28:00.101","0.072149752700401137","0","25.706661288042149","0"
"11/21/2017 12:28:01.119","0.22136243805987998","0","3.9277999665744221","0"
"11/21/2017 12:28:02.141","0.66390985481501463","0","1.9573591271509294","0"
"11/21/2017 12:28:03.158","0.11902615890695412","0","1.9670037094739456","0"
"11/21/2017 12:28:04.176","0.17165805919057142","0","1.9656821383869709","0"
"11/21/2017 12:28:05.193","0","0","4.9154430736147576","0"
"11/21/2017 12:28:06.225","0.11696364092821376","0","6.7804628518297418","0"
"11/21/2017 12:28:07.243","1.7127825376639039","1.965767920849534","3.931535841699068","0"
"11/21/2017 12:28:08.276","0.16815313261444587","0","4.8398105001237539","0"
"11/21/2017 12:28:09.303","0","0","1.9479501866282374","0"
"11/21/2017 12:28:10.331","1.2462636447885589","0","1.9447600627963024","0"
"11/21/2017 12:28:11.354","0","0","2.9343268311911119","0"
"11/21/2017 12:28:12.376","0.61642524632937734","0","1.9563082038371422","0"
"11/21/2017 12:28:13.403","0","0","2.9198580715388589","0"
"11/21/2017 12:28:14.446","0","0","1.917836067208647","0"
"11/21/2017 12:28:15.469","0.72778931819772463","0","1.9548710205423712","0"
"11/21/2017 12:28:16.523","0","0","18.982417156460485","0"
"11/21/2017 12:28:17.556","0.11897585460383109","0","1.9371765883685719","0"
"11/21/2017 12:28:18.584","0","0","1.9458487797241779","0"
"11/21/2017 12:28:19.611","1.1971236190458812","0","1.9456842777036254","0"
"11/21/2017 12:28:20.639","0","0","1.9464280709184958","0"
"11/21/2017 12:28:21.656","0.11794564705033261","0","1.967148811561799","0"
"11/21/2017 12:28:22.679","0","0","6.843557641037413","0"
"11/21/2017 12:28:23.721","2.5407301780439928","0","1.9192128463663398","0"
"11/21/2017 12:28:24.739","0.26995970636334299","0","3.9278003522647746","0"
"11/21/2017 12:28:25.767","0","0","2.9203463842315314","0"
"11/21/2017 12:28:26.784","0.17612249216618636","0","1.9658065640443561","0"
"11/21/2017 12:28:27.806","0","0","2.9358073969428848","0"
"11/21/2017 12:28:28.834","0","3.8924678508916233","2.9193508881687174","0"
"11/21/2017 12:28:30.003","1.1187922270861517","0","1.7103251387950231","0"
"11/21/2017 12:28:31.031","0","0","3.8909582301743031","0"
"11/21/2017 12:28:32.057","0","0","1.9488806652621082","0"
"11/21/2017 12:28:33.075","0.22183296115565465","0","19.639969891926157","0"
"11/21/2017 12:28:34.099","0","0","1.9542301705974539","0"
"11/21/2017 12:28:35.157","1.0644449785061183","0","1.8810343582211733","0"
"11/21/2017 12:28:36.185","0","14.673742540969824","13.695493038238503","0"
"11/21/2017 12:28:37.202","0.16867500670866287","0","1.9650546471872112","0"
"11/21/2017 12:28:38.214","0","0","3.9542462079767424","0"
"11/21/2017 12:28:39.252","0.64960945301263395","0","3.8358865793548556","0"
"11/21/2017 12:28:40.274","0","0","1.9659122609426116","0"
"11/21/2017 12:28:41.307","0.16587228550402067","0","1.9361102963313614","0"
"11/21/2017 12:28:42.330","0.66365724210720733","0","1.9563612111871387","0"
"11/21/2017 12:28:43.357","0","0","2.9199021209877016","0"
"11/21/2017 12:28:44.380","2.1893830683366589","0","2.9342636905408144","0"
"11/21/2017 12:28:45.407","0","0","1.9468488839348073","0"
"11/21/2017 12:28:46.435","0","0","1.9453604660538975","0"
"11/21/2017 12:28:47.452","0.14523614244468241","0","1.965481815263971","0"
"11/21/2017 12:28:48.480","0","0","16.551671494886602","0"
"11/21/2017 12:28:49.513","0.16579496682648243","0","4.840900419096112","0"
"11/21/2017 12:28:50.535","0.66286053207441631","0","2.9344218342894823","0"
"11/21/2017 12:28:51.557","0","0","1.956279883397894","0"
"11/21/2017 12:28:52.574","0.11870200780462747","0","3.933880516443768","0"
"11/21/2017 12:28:53.597","0.66232614623327191","0","1.9562104252517813","0"
"11/21/2017 12:28:54.625","0","0","4.8641529632128","0"
"11/21/2017 12:28:55.631","0.62222413027551715","0","1.9867519407089644","0"
"11/21/2017 12:28:56.648","0","0","1.9665845814262377","0"
"11/21/2017 12:28:57.676","1.150032084570507","0","1.9460078184756124","0"
"11/21/2017 12:28:58.719","0","0","2.8760174750656478","0"
"11/21/2017 12:28:59.731","0","0","4.9387340167751024","0"
"11/21/2017 12:29:00.749","0.170912312783289","0","3.9336170651322413","0"
"11/21/2017 12:29:01.776","0","0","1.9366579229789207","0"
"11/21/2017 12:29:02.804","0","0","1.9562318553382194","0"
"11/21/2017 12:29:03.831","1.1490603552083534","0","1.9465955406610718","0"
"11/21/2017 12:29:04.854","0","0","20.525345233863341","0"
"11/21/2017 12:29:05.881","1.1534281767305199","0","1.9471673145379116","0"
"11/21/2017 12:29:06.914","0","0","1.9370934706680947","0"
"11/21/2017 12:29:07.942","2.720735649144046","1.9456556961843066","5.8369670885529192","0"
"11/21/2017 12:29:08.965","0","0","1.9564486700257586","0"
"11/21/2017 12:29:09.987","0.66613473432757253","0","4.8903820855523437","0"
"11/21/2017 12:29:10.993","0","0","1.9877091989392788","0"
"11/21/2017 12:29:12.016","0.70974749944984206","0","1.9544156013961562","0"
"11/21/2017 12:29:13.038","0","0","2.9367008808634294","0"
"11/21/2017 12:29:14.066","2.725741453580921","0","1.9458516194739275","0"
"11/21/2017 12:29:15.083","0.16431785970777435","0","2.9485771100582943","0"
"11/21/2017 12:29:16.111","0","0","1.9470448580638371","0"
"11/21/2017 12:29:17.137","0","0","1.9485506631453757","0"
"11/21/2017 12:29:18.161","2.2888542752583563","0","1.953545660955313","0"
"11/21/2017 12:29:19.183","0","0","1.9570042257592248","0"
"11/21/2017 12:29:20.211","0","0","4.8641226786217722","0"
"11/21/2017 12:29:21.270","1.1618037566020423","0","16.050729368746531","0"
"11/21/2017 12:29:22.329","0","0","1.8890653905652142","0"
"11/21/2017 12:29:23.341","0","0","3.9517604648297766","0"
"11/21/2017 12:29:24.364","0.66306456878796327","0","3.9126374570673623","0"
"11/21/2017 12:29:25.380","0.11875112174325464","0","4.9172389349339145","0"
"11/21/2017 12:29:26.398","0.17278647006943038","0","1.9659967106909033","0"
"11/21/2017 12:29:27.425","0","0","1.946324648119101","0"
"11/21/2017 12:29:28.443","0.17013711720745839","0","2.9493418101349413","0"
"11/21/2017 12:29:29.470","0","3.8925235327375822","2.919392649553187","0"
"11/21/2017 12:29:30.529","0","0","2.8328932905755306","0"
"11/21/2017 12:29:31.557","0","0","3.8935291103597462","0"
"11/21/2017 12:29:32.574","0.17500396842753396","0","1.9658767053243213","0"
"11/21/2017 12:29:33.596","0.66048975833490342","0","1.9563003582279404","0"
"11/21/2017 12:29:34.608","0","0","4.9416324030347951","0"
"11/21/2017 12:29:35.631","2.1890769260413445","0.97813056556291811","4.8906528278145904","0"
"11/21/2017 12:29:36.716","0","0","1.8421910947192948","0"
"11/21/2017 12:29:37.733","0.16645722715720179","0","19.666073996749983","0"
"11/21/2017 12:29:38.756","0.66891326485303271","0","1.9551699091530301","0"
"11/21/2017 12:29:39.778","0","0","4.8950712115379567","0"
"11/21/2017 12:29:40.832","0.69381290320683631","0","1.8974584966531203","0"
"11/21/2017 12:29:41.849","0.16435711498214989","0","2.9470735068897667","0"
"11/21/2017 12:29:42.872","0","0","3.9123783739372997","0"
"11/21/2017 12:29:43.904","0.070873370392143809","0","3.8787623024643327","0"
"11/21/2017 12:29:44.963","0","0","3.7764945878584002","0"
"11/21/2017 12:29:45.991","1.2469069923558673","0","2.9172300161964606","0"
"11/21/2017 12:29:47.034","0","0","1.9089107860045149","0"
"11/21/2017 12:29:48.062","0","0","1.9555394419105543","0"
"11/21/2017 12:29:49.085","0.71197032616233669","0","1.9553243580034649","0"
"11/21/2017 12:29:50.107","0","0.97815056182522908","6.8470539327766033","0"
"11/21/2017 12:29:51.123","0.072012105196506138","0","7.8711678727263648","0"
"11/21/2017 12:29:52.152","0","0","1.9448092312314968","0"
"11/21/2017 12:29:53.184","0.12061071851852123","0","3.8744728900710337","0"
"11/21/2017 12:29:54.202","0.17348312839717828","0","23.59056452122605","0"
"11/21/2017 12:29:55.224","0.66300627266961953","0","3.9124591184701427","0"
"11/21/2017 12:29:56.257","0.16853970654149286","0","1.9360032819127635","0"
"11/21/2017 12:29:57.279","0","0","2.9360030604895901","0"
"11/21/2017 12:29:58.307","0","0","2.9187453403446781","0"
"11/21/2017 12:29:59.350","1.1310985813786645","0.95411972198859551","1.908239443977191","0"
"11/21/2017 12:30:00.377","26.942902371462608","0.97896680039679485","6.8527676027775639","0"
"11/21/2017 12:30:01.422","58.133198058107681","0","11.408633483388554","0"
"11/21/2017 12:30:02.460","0.6503847298798382","0","1.9396894305062133","0"
"11/21/2017 12:30:03.481","0","0","1.9570582283534683","0"
"11/21/2017 12:30:04.545","23.578364767001958","0","1.8652876222218058","0"
"11/21/2017 12:30:05.584","0.8019339991619745","0","9.7053993951401001","0"
"11/21/2017 12:30:06.601","0.12229702048032198","0","1.9668793256593571","0"
"11/21/2017 12:30:07.624","2.1920904308457945","13.61495676910852","5.8349814724750795","0"
"11/21/2017 12:30:08.662","0.70321860226143507","0","1.9367670728680528","0"
"11/21/2017 12:30:09.684","0","0","10.759812998362747","0"
"11/21/2017 12:30:10.706","0.61148462980157303","0","19.571970784919209","0"
"11/21/2017 12:30:11.735","0","0","7.7796091193745038","0"
"11/21/2017 12:30:12.757","0.66296740855271707","0","1.9562190354979416","0"
"11/21/2017 12:30:13.785","0","0","2.9200555939651016","0"
"11/21/2017 12:30:14.791","0.67279283771374265","0","4.9665246306842619","0"
"11/21/2017 12:30:15.814","0.66482313619333766","0","4.8878411529830741","0"
"11/21/2017 12:30:16.836","2.1886368431343395","0","9.7868837554073753","0"
"11/21/2017 12:30:17.853","0","0","5.9006878825243847","0"
"11/21/2017 12:30:18.875","0.66478427349805358","0","1.9562182701396582","0"
"11/21/2017 12:30:19.893","0.16570158949473779","0","2.949029272949272","0"
"11/21/2017 12:30:20.910","0.17057868578332913","0","1.9658152589725706","0"
"11/21/2017 12:30:21.927","0.081921756311154059","0","1.9664167482074146","0"
"11/21/2017 12:30:22.955","0","0","3.8925451240860669","0"
"11/21/2017 12:30:23.982","0","0","3.8930463379572986","0"
